rvbank_star_name,n_observations_rvbank,archive_hostname,planet_name,match_method,match_note,orbital_period_days,orbital_period_err_upper_days,orbital_period_err_lower_days,semi_major_axis_au,semi_major_axis_err_upper_au,semi_major_axis_err_lower_au,eccentricity,eccentricity_err_upper,eccentricity_err_lower,omega_argument_of_periastron_deg,omega_err_upper_deg,omega_err_lower_deg,rv_semi_amplitude_m_s,rv_semi_amplitude_err_upper_m_s,rv_semi_amplitude_err_lower_m_s,inclination_deg,inclination_err_upper_deg,inclination_err_lower_deg,time_of_periastron_days,transit_mid_time_days,planet_mass_mjup,planet_mass_err_upper_mjup,planet_mass_err_lower_mjup,planet_mass_provenance,planet_mass_mearth,planet_mass_err_upper_mearth,planet_radius_rearth,planet_radius_rjup,discoverymethod,disc_facility,disc_year,parameter_reference,supplemented_parameters,supplement_reference,controversial_flag,stellar_teff_k,stellar_mass_msun,stellar_radius_rsun,stellar_fe_h_dex,stellar_logg_cgs,v_magnitude,distance_pc,n_planets_in_system
HD204961,183,GJ 832,GJ 832 b,direct,,3853,51,-47,3.7,0.1,-0.1,0.05,0.03,-0.03,207,22,-31,15.4,0.7,-0.7,51,3,-3,2456696,,0.99,0.09,-0.08,Mass,314.6501229,28.60455663,13.8,1.23,Radial Velocity,Anglo-Australian Telescope,2008,Bailey et al. 2009,,,0,3472,0.45,0.441557,-0.3,4.78905,8.66,4.96435,1
GJ393,181,GJ 393,GJ 393 b,direct,,7.02679,0.00082,-0.00085,0.05402,0.00072,-0.00072,,,,,,,1.01,0.14,-0.14,,,,2458002.72,,0.00538026,0.00075512,-0.00075512,Msini,1.71,0.24,1.17,0.104,Radial Velocity,Multiple Observatories,2021,Amado et al. 2021,,,0,3579,0.426,0.426,-0.09,4.88,9.65,7.03149,1
HD27442A,174,HD 27442,HD 27442 b,simbad,,428.1,1.1,-1.1,1.271,0.073,-0.073,0.06,0.043,-0.043,216,,,32.2,1.4,-1.4,,,,2450836,,1.56,0.14,-0.14,Msini,495.8,44.5,13.5,1.21,Radial Velocity,Anglo-Australian Telescope,2000,Butler et al. 2001,,,0,4846,1.23,3.18,0.42,3.783,4.44,18.2704,1
HD47186,171,HD 47186,HD 47186 c,direct,,1353.6,57.1,-57.1,2.395,,,0.249,0.073,-0.073,26,23,-23,6.65,1.43,-1.43,,,,2452010,,0.35061,,,Msini,111.42,,13,1.16,Radial Velocity,La Silla Observatory,2008,Bouchy et al. 2009,,,0,5657,0.96,1.08,0.24,4.36,7.63,37.4574,2
HD47186,171,HD 47186,HD 47186 b,direct,,4.0845,0.0002,-0.0002,0.05,0,0,0.04,0.02,-0.02,59,32,-32,9.1,0.2,-0.2,,,,2454566.95,,0.07,0,0,Msini,22.2481,0,5.02,0.448,Radial Velocity,La Silla Observatory,2008,Bouchy et al. 2009,,,0,5657,0.96,1.08,0.24,4.36,7.63,37.4574,2
HD218396,169,HR 8799,HR 8799 c,direct,,69000,,,38,,,0.5,,,,,,,,,29.43,0.35,-0.35,2396093,,10,3,-3,Mass,3000,1000,13,1.2,Imaging,Gemini Observatory,2008,Marois et al. 2008,,,0,7204.58,1.5,1.49338,-0.47,4.29656,5.98,41.2441,4
HD218396,169,HR 8799,HR 8799 b,direct,,170000,,,68,,,,,,,,,,,,30.27,4.95,-4.95,2453936,,7,4,-2,Mass,2000,1000,13,1.2,Imaging,Gemini Observatory,2008,Marois et al. 2008,,,0,7204.58,1.5,1.49338,-0.47,4.29656,5.98,41.2441,4
HD218396,169,HR 8799,HR 8799 d,direct,,37000,,,24,,,0.6,,,,,,,,,38.63,2.84,-2.84,2438859,,10,3,-3,Mass,3000,1000,13,1.2,Imaging,W. M. Keck Observatory,2008,Marois et al. 2008,,,0,7204.58,1.5,1.49338,-0.47,4.29656,5.98,41.2441,4
HD218396,169,HR 8799,HR 8799 e,direct,,20815.6,1128.62,-1128.62,16.4,2.1,-1.1,0.15,0.08,-0.08,,,,,,,25,8,-8,2449940,,10,7,-4,Mass,3178.3,2224.81,13.11453,1.17,Imaging,W. M. Keck Observatory,2010,Marois et al. 2010,,,0,7400,1.51,1.49338,-0.5,4,5.98,41.2441,4
GJ1214,166,GJ 1214,GJ 1214 b,direct,,1.580404531,1.8e-08,-1.7e-08,0.01505,0.00011,-0.00011,0.0062,0.0079,-0.0044,77,7.5,-61,14.38,0.57,-0.56,88.98,0.094,-0.085,2459639.725,2459639.781,0.02646082,0.00113269,-0.00110122,Mass,8.41,0.36,2.733,0.24382235,Transit,MEarth Project,2009,Charbonneau et al. 2009,,,0,3101,0.182,0.2162,0.24,5.0286,15.1,14.6427,1
TOI175,166,L 98-59,L 98-59 b,simbad,,2.253114,4e-07,-4e-07,0.0223,0.0007,-0.0007,0.031,0.017,-0.016,192,70,-155,0.36,0.13,-0.13,88.08,0.23,-0.2,,2458366.171,0.00144732,0.0003461,-0.0003461,Mass,0.46,0.11,0.837,0.07467227,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Kostov et al. 2019,,,0,3415,0.2923,0.3155,-0.46,4.91,11.685,10.6194,5
TOI175,166,L 98-59,L 98-59 c,simbad,,3.6906764,4e-07,-4e-07,0.0309,0.001,-0.001,0.002,0.002,-0.001,261,20,-10,2.08,0.12,-0.12,88.88,0.21,-0.17,,2458367.273,0.0062927,0.00040903,-0.00040903,Mass,2,0.13,1.329,0.11856564,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Kostov et al. 2019,,,0,3415,0.2923,0.3155,-0.46,4.91,11.685,10.6194,5
TOI175,166,L 98-59,L 98-59 d,simbad,,7.450729,2e-06,-2e-06,0.0494,0.0016,-0.0016,0.006,0.007,-0.004,180,27,-50,1.39,0.13,-0.13,88.44,0.05,-0.05,,2458362.74,0.00516002,0.00022024,-0.00022024,Mass,1.64,0.07,1.627,0.14515147,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Kostov et al. 2019,,,0,3415,0.2923,0.3155,-0.46,4.91,11.685,10.6194,5
TOI175,166,L 98-59,L 98-59 e,simbad,,12.8278,0.0018,-0.0018,0.0712,0.0022,-0.0022,0.012,0.009,-0.008,165,40,-29,1.82,0.14,-0.14,80,,,,2458438.48,0.00887271,0.00059781,-0.00059781,Msini,2.82,0.19,1.49,0.133,Radial Velocity,Multiple Observatories,2021,Demangeon et al. 2021,,,0,3415,0.2923,0.3155,-0.46,4.91,11.685,10.6194,5
TOI175,166,L 98-59,L 98-59 f,simbad,,23.064,0.055,-0.055,0.1052,0.0033,-0.0033,0.044,0.027,-0.028,4,58,-64,1.53,0.22,-0.24,74,,,,2458437.84,0.00880979,0.00094391,-0.00094391,Msini,2.8,0.3,1.48,0.132,Radial Velocity,Multiple Facilities,2025,Cadieux et al. 2025,,,0,3415,0.2923,0.3155,-0.46,4.91,11.685,10.6194,5
GJ514,162,GJ 514,GJ 514 b,direct,,140.43,0.41,-0.41,0.422,0.014,-0.015,0.45,0.15,-0.14,-143,306,-28,1.15,0.21,-0.19,,,,2458696.21,,0.01636103,0.00283172,-0.00283172,Msini,5.2,0.9,2.13,0.19,Radial Velocity,Multiple Observatories,2022,Damasso et al. 2022,,,0,3728,0.51,0.5,-0.14,4.76,9.05,7.61778,1
HD77338,162,HD 77338,HD 77338 b,direct,,5.7361,0.0015,-0.0015,0.06,0,0,0.09,0.22,-0.22,223.454,,,6,1.7,-1.7,,,,,,0.05,0.015,-0.017,Mass,15.9,4.7,4.12,0.368,Radial Velocity,La Silla Observatory,2012,Jenkins et al. 2013,,,0,5341,1.37,0.97,0.32,4.6,8.63,45.935,1
HD90156,160,HD 90156,HD 90156 b,direct,,49.77,0.07,-0.07,0.25,0.004,-0.004,0.31,0.1,-0.1,113,18,-18,3.69,0.25,-0.25,,,,,2455169.3,0.057,0.005,-0.005,Msini,17.98,1.46,4.43,0.395,Radial Velocity,La Silla Observatory,2011,Mordasini et al. 2011,,,0,5599,0.84,0.920286,-0.24,4.48,6.92,21.9496,1
HD108236,158,HD 108236,HD 108236 f,direct,,29.54115,0.00033,-0.00042,0.1758,0.0041,-0.0038,0.051,0.036,-0.034,275,45,-63,,,,88.963,0.042,-0.042,,2458793.279,0.0149,,,M-R relationship,4.72,,2.017,0.17994469,Transit,CHaracterising ExOPlanets Satellite (CHEOPS),2021,Bonfanti et al. 2021,,,0,5660,0.869,0.877,-0.28,4.49,9.25,64.5978,5
HD108236,158,HD 108236,TOI-1233.01,direct,,14.175685,8.3e-05,-0.0001,0.1074,0.0023,-0.0023,0.055,0.038,-0.035,151,46,-33,,,,89.06,0.27,-0.14,,2458769.797,0.022,,,M-R relationship,6.98,,2.539,0.22651441,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Giacalone et al. 2021,,,0,5660,0.869,0.877,-0.28,4.49,9.25,64.5978,5
HD108236,158,HD 108236,HD 108236 b,direct,,3.795963,2.5e-05,-3.4e-05,0.04527,0.00096,-0.00088,0.045,0.039,-0.033,126,51,-62,,,,87.59,0.47,-0.35,,2458773.296,0.0102,,,M-R relationship,3.24,,1.615,0.14408065,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Daylan et al. 2021,,,0,5660,0.869,0.877,-0.28,4.49,9.25,64.5978,5
HD108236,158,HD 108236,HD 108236 e,direct,,19.590025,8.3e-05,-8.9e-05,0.1367,0.0022,-0.002,0.058,0.032,-0.036,128,37,-54,,,,89.245,0.12,-0.086,,2458782.469,0.0306,,,M-R relationship,9.71,,3.083,0.27504684,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Daylan et al. 2021,,,0,5660,0.869,0.877,-0.28,4.49,9.25,64.5978,5
HD108236,158,HD 108236,HD 108236 c,direct,,6.203449,4.9e-05,-4.6e-05,0.062,0.0012,-0.0012,0.034,0.042,-0.025,211,44,-110,,,,88.3,0.29,-0.23,,2458770.906,0.0155,,,M-R relationship,4.94,,2.071,0.18476224,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Daylan et al. 2021,,,0,5660,0.869,0.877,-0.28,4.49,9.25,64.5978,5
HD97507,158,TOI-1203,TOI-1203 e,simbad,,204.59,0.67,-0.63,,,,0.152,0.029,-0.029,189.7,11.4,-10.8,5.02,0.17,-0.16,,,,2458962.29,2458915.45,0.13246141,0.00575782,-0.00560051,Msini,42.1,1.83,7.31,0.653,Radial Velocity,La Silla Observatory,2025,Gandolfi et al. 2025,,,0,5737,0.886,1.179,-0.39,4.34,8.59,64.9943,4
HD97507,158,TOI-1203,TOI-1203.01,simbad,,25.502672,3.1e-05,-2.8e-05,0.1632,0.0031,-0.0032,0.032,0.034,-0.023,186.4,94.3,-113.7,1.74,0.014,-0.014,89.22,0.16,-0.13,2458554.96,2458553.071,0.02325154,0.00195074,-0.00195074,Mass,7.39,0.62,2.918,0.26032697,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Giacalone et al. 2021,,,0,5737,0.886,1.179,-0.39,4.34,8.59,64.9943,4
HD97507,158,TOI-1203,TOI-1203 b,simbad,,4.1572888,5e-06,-4.9e-06,0.04869,0.00094,-0.00095,0.067,0.063,-0.045,125.4,84.7,-39,1.51,0.13,-0.13,84.29,0.24,-0.32,2458546.16,2458545.892,0.0110437,0.0010383,-0.00100683,Mass,3.51,0.33,1.52,0.13560555,Radial Velocity,La Silla Observatory,2025,Gandolfi et al. 2025,,,0,5737,0.886,1.179,-0.39,4.34,8.59,64.9943,4
HD97507,158,TOI-1203,TOI-1203 c,simbad,,13.0766,0.0079,-0.0072,,,,0.092,0.081,-0.063,172.8,68.7,-59.6,1.62,0.14,-0.14,,,,2459201.1,2459198.81,0.01717908,0.00160464,-0.00157318,Msini,5.46,0.51,2.2,0.196,Radial Velocity,La Silla Observatory,2025,Gandolfi et al. 2025,,,0,5737,0.886,1.179,-0.39,4.34,8.59,64.9943,4
GJ3323,157,GJ 3323,GJ 3323 b,direct,,5.3636,0.0007,-0.0007,0.03282,0.00054,-0.00056,0.23,0.11,-0.11,,,,2.55,0.33,-0.32,,,,,,0.0063556,0.00081805,-0.00078658,Msini,2.02,0.26,1.23,0.109,Radial Velocity,La Silla Observatory,2017,Astudillo-Defru et al. 2017,,,0,3159,0.164,0.119,-0.27,,12.57,5.37484,2
GJ3323,157,GJ 3323,GJ 3323 c,direct,,40.54,0.21,-0.19,0.1264,0.0021,-0.0022,0.17,0.21,-0.12,,,,1.49,0.33,-0.31,,,,,,0.00726804,0.00157317,-0.0015417,Msini,2.31,0.5,1.32,0.118,Radial Velocity,La Silla Observatory,2017,Astudillo-Defru et al. 2017,,,0,3159,0.164,0.119,-0.27,,12.57,5.37484,2
BD-156276,153,K2-265,K2-265 b,simbad,,2.36902,5.8e-05,-5.9e-05,0.03359,0.00062,-0.00053,0.16,0.16,-0.11,-57,52,-27,3.87,0.77,-0.75,87.01,1.8,-1,,2457017.181,0.0231,0.0045,-0.0044,Mass,7.3418362,1.43022783,1.70824866,0.1524,Transit,K2,2018,Lam et al. 2018,,,0,5420,0.901,0.92,0.033,4.465,11.187,138.671,1
HD111998,150,HD 111998,HD 111998 b,direct,,810,6,-5,1.91,0.02,-0.03,0.13,0.05,-0.04,190,22,-17,87.6,3.4,-3.4,90,,,2454521,,4.8,0.2,-0.2,Mass,1525.576354,63.5656814,12.9,1.15,Radial Velocity,La Silla Observatory,2016,Borgniet et al. 2017,,,0,6557,1.4,1.45,0.07,4.19,6.11006,33.2237,1
WASP-127,150,WASP-127,WASP-127 b,direct,,4.17806203,8.8e-07,-5.3e-07,0.0484,0.00136,-0.00095,0,,,,,,22,3,-2,87.84,0.36,-0.33,,2456776.621,0.1647,0.0214,-0.0172,Mass,52.346601,6.801562,14.694999,1.311,Transit,SuperWASP,2016,Lam et al. 2017,,,0,5620,0.95,1.333,-0.193,4.18,10.148,159.507,1
GJ752,149,HD 180617,HD 180617 b,simbad,,105.911,0.109,-0.109,0.343,0.004,-0.004,0.101,0.053,-0.053,257.433,51.256,-51.256,2.696,0.224,-0.224,,,,,,0.03842935,0.00330365,-0.00330365,Msini,12.214,1.05,3.53,0.315,Radial Velocity,Calar Alto Observatory,2018,Kaminski et al. 2018,,,0,3534,0.484,0.481,-0.04,4.9,9.12,5.91059,1
GJ550,148,HD 126525,HD 126525 b,simbad,,960.41,6.19,-6.33,1.837,0.01,-0.01,0.035,0.039,-0.024,247.506,76.249,-184.079,5.26,0.25,-0.25,,,,2456161.7,,0.237,0.002,-0.002,Msini,75.32571,0.63566,10.3,0.919,Radial Velocity,La Silla Observatory,2018,Barbato et al. 2018,,,0,5638,0.897,0.979,-0.1,4.382,7.85,37.6506,1
HD38677,148,DMPP-1,DMPP-1 e,direct,,5.516,0.002,-0.004,0.0651,0.0005,-0.0005,0.07,,,,,,1.316,0.206,-0.358,,,,,,0.01299437,0.00207658,-0.00358682,Msini,4.13,0.66,1.86,0.166,Radial Velocity,La Silla Observatory,2019,Staab et al. 2020,,,0,6196,1.21,1.26,,4.41,7.98,62.5388,4
HD38677,148,DMPP-1,DMPP-1 c,direct,,10.03,0.53,-0.24,0.0973,0.0031,-0.0016,0.22,,,121,87.7,-87.1,2.89,0.16,-0.15,,,,2458684.72,,0.03442109,0.00191927,-0.00185635,Msini,10.94,0.61,3.31,0.295,Radial Velocity,La Silla Observatory,2019,Staab et al. 2020,,,0,6196,1.21,1.26,,4.41,7.98,62.5388,4
HD38677,148,DMPP-1,DMPP-1 b,direct,,17.812,0.025,-0.019,0.1423,0.0013,-0.0013,0.2,,,184,139,-132,3.63,0.6,-0.54,,,,2458679.85,,0.05285871,0.00786588,-0.00786588,Msini,16.8,2.5,4.26,0.38,Radial Velocity,La Silla Observatory,2019,Staab et al. 2020,,,0,6196,1.21,1.26,,4.41,7.98,62.5388,4
HD38677,148,DMPP-1,DMPP-1 d,direct,,3.1417,0.002,-0.0248,0.04467,0.00045,-0.0004,0.36,,,233,34,-37,1.88,0.33,-0.3,,,,2458688.54,,0.01485078,0.00254855,-0.00229684,Msini,4.72,0.81,2.02,0.18,Radial Velocity,La Silla Observatory,2019,Staab et al. 2020,,,0,6196,1.21,1.26,,4.41,7.98,62.5388,4
TYC5889-271-1,147,WASP-78,WASP-78 b,simbad,,2.17518,5e-06,-5e-06,0.03488,0.0007,-0.00076,0,,,,,,113.8,9.1,-9.1,83.2,1.95,-1.95,,2457966.186,1.11,0.54,-0.54,Mass,352.7913,171.6282,21.63337,1.93,Transit,SuperWASP,2012,Smalley et al. 2012,,,0,6100,1.87,2.46,-0.35,4.1,11.965,754.258,1
GJ317,144,GJ 317,GJ 317 c,direct,,6500,169,-166,5.04,0.1,-0.1,0.217,0.014,-0.014,106.7,5.4,-5.3,29.33,0.74,-0.73,,,,2449804.6,2462735,1.43,0.058,-0.055,Msini,454.494622,18.43404761,13.6,1.21,Radial Velocity,W. M. Keck Observatory,2016,Bryan et al. 2016,,,0,3496,0.402,0.403,-0.02,4.822436,12.4,15.1968,2
GJ317,144,GJ 317,GJ 317 b,direct,,695.69,0.26,-0.25,1.138,0.013,-0.013,0.0826,0.007,-0.0071,11.3,4.8,-4.6,71.39,0.56,-0.55,45,30,-10,2450988.9,2458089.4,2.5,0.7,-0.4,Mass,794.5,222.5,13.3,1.18,Radial Velocity,W. M. Keck Observatory,2007,Johnson et al. 2007,,,0,3496,0.402,0.403,-0.02,4.822436,12.4,15.1968,2
HD137496,142,HD 137496,HD 137496 c,direct,,479.9,1.1,-1,1.2163,0.0087,-0.0088,0.477,0.004,-0.004,-39.01,0.46,-0.47,221.25,0.83,-0.82,,,,,2458629.21,7.66,0.11,-0.11,Msini,2434.565598,34.96112477,12.6,1.13,Radial Velocity,Multiple Observatories,2021,Azevedo Silva et al. 2022,,,0,5799,1.04,1.59,-0.03,4.05,9.899,155.317,2
HD137496,142,HD 137496,HD 137496 b,direct,,1.62116,7.91e-05,-8.06e-05,0.02732,0.00019,-0.00019,0,,,,,,2.14,0.29,-0.29,85.8,2.6,-2.2,,2458039.132,0.01271126,0.00173049,-0.00173049,Mass,4.04,0.55,1.31,0.11687057,Transit,K2,2021,Azevedo Silva et al. 2022,,,0,5799,1.04,1.59,-0.03,4.05,9.899,155.317,2
GJ1137,140,HD 93083,GJ 1137 c,simbad,,9.6412,0.0012,-0.0011,0.0835,0.0008,-0.0008,0,,,,,,1.73,0.24,-0.23,,,,,2457951.49,0.01610932,0.00220245,-0.00217098,Msini,5.12,0.7,2.11,0.189,Radial Velocity,La Silla Observatory,2026,Stoeva et al. 2026,,,0,5033.8,0.836,0.837,0.13,4.23,8.3,28.5159,2
GJ1137,140,HD 93083,HD 93083 b,simbad,,144.72,0.029,-0.029,0.508,0.005,-0.005,0.118,0.016,-0.015,334,8.6,-8.6,19.8,0.4,-0.4,,,,2453181.7,2457852.24,0.451,0.012,-0.012,Msini,143.3406116,3.81394088,14.3,1.28,Radial Velocity,La Silla Observatory,2005,Lovis et al. 2005,,,0,5033.8,0.836,0.837,0.13,4.23,8.3,28.5159,2
WASP-121,140,WASP-121,WASP-121 b,direct,,1.27492504,1.5e-07,-1.5e-07,0.02571,0.0001,-0.0001,0.0085,0.0013,-0.0012,88.95,1.05,-1.05,181.1,6.4,-6.4,88.49,0.16,-0.16,,2460245.02,1.17,0.043,-0.043,Mass,371.8592362,13.6666215,19.52604438,1.742,Transit,SuperWASP,2016,Delrez et al. 2016,,,0,6628,1.33,1.461,0.17,4.251,10.514,269.898,1
GJ676,138,GJ 676 A,GJ 676 A e,simbad_A,resolved via 'GJ 676 A' (SIMBAD primary-component id),35.47358,0.0156,-0.01472,0.181,0.006,-0.006,0.152,0.086,-0.06,117.523,3.748,-2.817,1.804,0.167,-0.123,,,,2453893.096,,0.021,0.002,-0.002,Msini,6.67439655,0.63565681,2.47,0.221,Radial Velocity,La Silla Observatory,2012,Anglada-Escude & Tuomi 2012,,,0,3734,0.626,0.69,0.23,4.62,9.58,16.0272,4
GJ676,138,GJ 676 A,GJ 676 A d,simbad_A,resolved via 'GJ 676 A' (SIMBAD primary-component id),3.60076,0.00019,-0.0002,0.039,0.001,-0.001,0.192,0.073,-0.079,304.698,3.85,-4.455,2.207,0.115,-0.079,,,,2453914.85,,0.012,0.001,-0.001,Msini,3.81394088,0.31782841,1.78,0.159,Radial Velocity,La Silla Observatory,2012,Anglada-Escude & Tuomi 2012,,,0,3734,0.626,0.69,0.23,4.62,9.58,16.0272,4
GJ676,138,GJ 676 A,GJ 676 A c,simbad_A,resolved via 'GJ 676 A' (SIMBAD primary-component id),13921.42302,1232.33794,-1514.65143,9.726,0.629,-0.793,0.295,0.033,-0.049,263.949,1.076,-1.285,89.694,0.313,-0.303,33.69,1.362,-1.324,2441945.793,,13.492,1.046,-1.127,Mass,4288.140867,332.4485137,12.3,1.1,Radial Velocity,Paranal Observatory,2016,Sahlmann et al. 2016,,,0,3734,0.626,0.69,0.23,4.62,9.58,16.0272,4
GJ676,138,GJ 676 A,GJ 676 A b,simbad_A,resolved via 'GJ 676 A' (SIMBAD primary-component id),1051.44521,0.37707,-0.40023,1.735,0.056,-0.06,0.319,0.003,-0.003,87.073,0.628,-0.601,125.172,0.384,-0.428,48.919,3.312,-2.781,2453307.813,,5.792,0.469,-0.477,Mass,1840.862133,149.0615229,12.8,1.14,Radial Velocity,La Silla Observatory,2010,Forveille et al. 2011,,,0,3734,0.626,0.69,0.23,4.62,9.58,16.0272,4
GJ3341,137,GJ 3341,GJ 3341 b,direct,,14.207,0.007,-0.007,0.089,,,0.31,0.11,-0.11,42.32,4.3,-4.3,3.04,0.41,-0.41,,,,2455622.7,,0.0208,0.0003,-0.0003,Msini,6.6,0.1,2.46,0.219,Radial Velocity,La Silla Observatory,2015,Astudillo-Defru et al. 2015,,,0,3526,0.47,0.439,-0.09,4.76852,12.062,23.619,1
GJ9479,137,HD 125595,HD 125595 b,simbad,,9.6737,0.0039,-0.0039,0.08,0,0,0,,,0,,,4.8,0.5,-0.5,0.2243,,,2454435.23,,11.11,,,Mass,3531.073602,,,,Radial Velocity,La Silla Observatory,2011,S&eacute;gransan et al. 2011,,,0,4691,0.29,0.74,0.08,4.17,9.03,28.1989,1
HD117618,137,HD 117618,HD 117618 b,direct,,25.8,0.004,-0.004,0.18,0.005,-0.005,0.15,0.07,-0.07,289,64,-64,10.9,0.68,-0.68,,,,2450832.2,,0.174,0.014,-0.014,Msini,55.30242,4.44962,8.59,0.766,Radial Velocity,Anglo-Australian Telescope,2004,Tinney et al. 2005,,,0,5990,1.077,1.2,0.0283,4.41,7.17,37.7781,1
BD+101799,136,HIP 41378,HIP 41378 b,simbad,,15.57209,2e-05,-2e-05,0.1303,0.0013,-0.0013,0.05,0.03,-0.05,-13,14,-17,,,,88.816,0.065,-0.061,,2457152.282,0.02170983,0.00157318,-0.00157318,Mass,6.9,0.5,2.64,0.23552543,Transit,K2,2016,Vanderburg et al. 2016,,,0,6290,1.22,1.3,-0.05,4.298,8.93,106.289,6
BD+101799,136,HIP 41378,HIP 41378 c,simbad,,31.70591,5e-05,-5e-05,0.2093,0.0022,-0.0022,0.044,0.022,-0.044,158,4,-13,,,,88.462,0.015,-0.015,,2457163.166,0.01878372,0.00176196,-0.00270586,Mass,5.97,0.56,2.74,0.24444685,Transit,K2,2016,Vanderburg et al. 2016,,,0,6290,1.22,1.3,-0.05,4.298,8.93,106.289,6
BD+101799,136,HIP 41378,HIP 41378 d,simbad,,278.3618,0.0003,-0.0003,1.17,0.14,-0.11,0.063,0.027,-0.063,,,,,,,89.93,0.025,-0.018,,2457166.261,0.02054568,0.00833783,-0.00991101,Mass,6.53,2.65,3.65,0.32563175,Transit,K2,2016,Vanderburg et al. 2016,,,0,6290,1.22,1.3,-0.05,4.298,8.93,106.289,6
BD+101799,136,HIP 41378,HIP 41378 e,simbad,,393,3,-5,0.68,0.09,-0.08,0.065,0.031,-0.065,,,,,,,89.7,0.1,-0.1,,2457142.018,0.0239752,0.01006833,-0.01456761,Mass,7.62,3.2,5.19,0.46302158,Transit,K2,2016,Vanderburg et al. 2016,,,0,6290,1.22,1.3,-0.05,4.298,8.93,106.289,6
BD+101799,136,HIP 41378,HIP 41378 f,simbad,,542.0797,0.0001,-0.0001,1.394,0.013,-0.012,0.052,0.025,-0.052,,,,,,,89.953,0.003,-0.003,,2457186.914,0.0786588,0.01573176,-0.01573176,Mass,25,5,9.47,0.84485827,Transit,K2,2016,Vanderburg et al. 2016,,,0,6290,1.22,1.3,-0.05,4.298,8.93,106.289,6
BD+101799,136,HIP 41378,HIP 41378 g,simbad,,63.19,0.12,-0.12,,,,0.055,0.024,-0.054,205,5,-115,,,,95,1,-10,,2458777.86,0.02142666,0.00358684,-0.00308342,Mass,6.81,1.14,2.5,0.223,Radial Velocity,W. M. Keck Observatory,2025,Howard et al. 2025,,,0,6290,1.22,1.3,-0.05,4.298,8.93,106.289,6
HD74698,136,HD 74698,HD 74698 b,direct,,15.017,0.002,-0.002,0.121,0.001,-0.001,0.1,0.1,-0.1,143,80,-46,5.8,0.9,-0.8,,,,2455499,,0.07,0.01,-0.01,Msini,23,3,5.12,0.457,Radial Velocity,La Silla Observatory,2023,Frensch et al. 2023,,,0,5783,1.039,1.333,0.07,4.12,7.78,52.0648,2
HD74698,136,HD 74698,HD 74698 c,direct,,3449,189,-210,4.5,0.2,-0.2,0.2,0.2,-0.1,103,126,-62,5.3,0.8,-0.8,,,,2457457,,0.4,0.06,-0.06,Msini,126,19,14,1.24,Radial Velocity,La Silla Observatory,2023,Frensch et al. 2023,,,0,5783,1.039,1.333,0.07,4.12,7.78,52.0648,2
HD216770,134,HD 216770,HD 216770 b,direct,,118.45,0.55,-0.55,0.46,0.01,-0.01,0.37,0.06,-0.06,281,10,-10,30.9,1.9,-1.9,,,,2452672,,0.57,0.05,-0.05,Msini,181.1631,15.8915,14.1,1.26,Radial Velocity,La Silla Observatory,2003,Mayor et al. 2004,,,0,5399,0.74,0.93,0.27,4.37,8.11,36.6625,1
HD7449,133,HD 7449,HD 7449 b,direct,,1270.55195,10.75633,-7.38672,2.438,0.062,-0.063,0.752,0.035,-0.032,336.427,5.159,-3.426,30.023,4.566,-5.82,171.631,2.609,-3.74,2451476.815,,8.174,3.055,-2.699,Mass,2597.929399,970.9657834,12.6,1.12,Radial Velocity,La Silla Observatory,2011,Dumusque et al. 2011,,,0,6024,1.196,0.97,-0.105,4.52,7.5,38.662,1
HD95086,133,HD 95086,HD 95086 b,direct,,,,,55.7,2.5,-2.5,,,,,,,,,,,,,,,5,2,-2,Mass,1589,636,12.9,1.15,Imaging,Paranal Observatory,2013,Rameau et al. 2013,,,0,7595,1.6,1.48667,0.14,4.34161,7.36,86.2279,1
HD134987,132,HD 134987,HD 134987 b,direct,,258.17999,0.07,-0.07,0.81,0.02,-0.02,0.23,0,0,352.7,0.5,-0.5,49.5,0.2,-0.2,,,,2450071,2452704.42,1.61,0.07,-0.07,Msini,511.7063,22.2481,13.5,1.21,Radial Velocity,W. M. Keck Observatory,1999,Vogt et al. 2000,,,0,5736,1.1,1.22,0.28,4.31,6.47,26.1804,2
HD134987,132,HD 134987,HD 134987 c,direct,,5000,400,-400,5.8,0.5,-0.5,0.12,0.02,-0.02,195,48,-48,9.3,0.3,-0.3,,,,2461100,2455060,0.82,0.03,-0.03,Msini,260,10,13.9,1.24,Radial Velocity,Multiple Observatories,2009,Jones et al. 2010,,,0,5585,1.1,1.25,0.28,4.31,6.47,26.1804,2
HD52265,130,HD 52265,HD 52265 b,direct,,119.27,0.02,-0.02,0.52,0.009,-0.009,0.27,0.02,-0.02,242,3,-3,42.97,0.7,-0.7,,,,2451293.4,2456393.46,1.21,0.05,-0.05,Msini,384.5743,15.8915,13.7,1.22,Radial Velocity,W. M. Keck Observatory,2000,Butler et al. 2000,,,0,6136,1.204,1.32,0.21,4.36,6.29351,29.9803,1
